frame,step_length_left,step_length_right,stride_length,walking_phase
1,2.13624872521365,7.588277775290809,171.73772455588832,left
2,2.14127477044486,7.459497273329537,180.11642407473983,left
3,14.418470059173567,8.684563669967641,170.2248631084887,left
4,2.75841972191201,7.675517564046925,175.1098620192121,left
5,0.953678408194347,4.749960229124446,178.96241285250412,left
6,6.604612058482758,5.856859641584195,176.23253284413957,left
7,2.2461255474016806,7.010407837970345,177.61449398606493,left
8,3.16676751409377,7.598647691140722,181.9729241536187,left
9,2.3519763761036185,4.541993212735657,182.43620047433356,left
10,5.218364026110901,6.516382033064466,171.3667969080025,left
11,3.999355619674822,5.547739606619729,173.72913071361037,left
12,10.759992466439774,3.9656902861162346,184.85408700968497,left
13,5.13896870600812,6.614169827750022,190.98095732637273,left
14,5.000663102056909,4.772973484943538,189.11570263322994,left
15,2.20686504784722,17.32992988193814,175.58982329098927,left
16,9.055292348196282,1.4897105810708196,174.63463935447726,left
17,10.390702670746387,3.223799182628347,185.38583646428222,left
18,6.13824791861663,3.008439105890237,183.3087842629295,left
19,15.141085487041767,4.737521413828463,173.4837355420534,left
20,27.99294639561747,7.239081785791089,150.50502950622547,left
21,77.56599887900593,12.786497311672699,63.18431070419936,left
22,21.602747256260994,4.350171717866329,48.382972884803564,left
23,12.78813254929416,6.597161401515705,61.84322316850464,left
24,15.603852388250512,6.289614763949496,72.93455028749462,left
25,8.152667039925616,11.479155593092779,83.091376057246,left
26,34.60886885615191,14.304266532925782,123.2077642524636,left
27,25.12508046363954,5.180994689487005,140.09454113521875,left
28,19.27708782153701,3.489358223111755,136.4430911613295,left
29,18.873442528964453,0.4167644059513026,128.56930409291223,left
30,23.21853811077828,0.7609864878356002,131.5352614082486,left
31,20.359036823126026,3.8743141269357424,139.55959156440605,left
32,13.249357108420789,8.854472690323941,144.65793119147588,left
33,30.304133069286873,7.313045563186613,157.28905564528512,left
34,24.45416352683989,3.34129086202231,172.27734402908754,left
35,28.145186957981114,13.667746341234844,187.89756126768955,left
36,34.6817019887885,11.113322400383948,205.6636959623062,left
37,32.74986463171386,13.048210047326931,224.72887922150147,left
38,39.08513907281948,1.3418984700905727,261.28991171878243,left
39,31.865898537034614,6.908962613325086,283.6620941363038,left
40,48.998662426753825,6.954748586696206,325.66009254433436,left
41,20.523989413801253,3.766092510801649,343.008652245542,left
42,35.072474286057286,9.58999143829558,368.38687085519854,left
43,21.669485700634862,3.3576034981654517,387.294010824433,left
44,15.224597425009568,3.985481322722544,399.24184201853325,left
45,4.852986845766155,2.261006713658305,399.82736239202075,left
46,6.4498757883151,8.173572279972069,406.10338919817644,left
47,8.81840939808595,4.2747634373857455,410.0226069033834,right
48,3.50056073314275,7.475057398863209,403.9385470271181,left
49,2.4176584986080427,9.648737644293542,395.9939397816444,right
50,3.5197684232456687,6.161597636672643,392.3505709940758,right
51,4.816381809423208,2.9545066473788535,395.1503861424475,right
52,0.9438548968452318,10.493684162902657,394.85027328262703,right
53,12.29486515980457,13.231972547975136,390.31667644037816,right
54,16.542443189525763,11.151384615865721,386.381479794917,right
55,15.502373549330786,21.651237017425267,373.1377385435684,right
56,5.612104764131808,14.965294908850156,353.4704420987109,right
57,9.895575790337428,20.16025039809413,329.202107502993,right
58,5.97934724251092,25.40737264116272,311.28304957445744,right
59,11.476311064323093,22.30553814865948,291.48513217581404,right
60,3.7008577444994146,26.703942304866263,265.9567584240465,right
61,26.815178115030292,28.43509181484071,235.01607153310013,right
62,19.893242408417866,20.14057677918352,230.36494170258308,right
63,7.7469008737488245,31.931098896585336,199.6019253629585,right
64,4.163434609315724,48.45776057811146,147.58839840827812,right
65,9.642907711876779,67.31359802039445,87.15138584558785,right
66,14.924557830265655,51.25343258639367,28.05067878586765,right
67,27.700428844484872,48.659384936490994,53.17380168118971,right
68,19.44388794968455,31.864014191724863,72.91812590572265,right
69,23.79953711216343,26.138913742234216,114.41148371255069,left
70,16.733707570052616,56.053509429255485,155.9557648434515,left
71,2.9425807966035085,43.36258458845136,196.25638741011926,left
72,3.223624180016895,36.92370190794327,230.6191450425271,left
73,8.561898449881943,51.464891479296334,275.10210055189714,left
74,9.280933855192135,35.411726139709636,312.43425152387937,left
75,7.714036564670363,40.84204332844577,344.60108526361194,left
76,8.44949491510713,44.0971133369511,384.53548199627846,left
77,13.30831641094934,23.433036440282052,396.70261980279963,left
78,7.3466204301502245,25.558302947568613,414.653286993177,left
79,3.681538056277959,24.937736501145906,442.6683888361291,left
80,5.077646340405908,20.454091608496288,458.8922592320409,left
81,1.0025906458681983,14.596751921818216,472.80180928940405,left
82,2.305940546845908,3.977233620240802,478.3886042552363,left
83,16.885399499846123,1.1949979206091055,476.3609884154885,left
84,13.496821027280395,3.0283758680555186,463.74703384736756,left
85,5.819860780391304,1.5364617627854518,463.37452642826946,left
86,15.330769549166996,9.098733303444131,443.15408143118333,left
87,24.81803159121282,13.189501801418897,465.7179861098816,left
88,19.942975531916993,3.2483580165577526,448.337474906154,left
89,29.37883537597385,7.912827911369478,430.47158215123324,left
90,25.859322523441154,3.202085675284415,410.0743341917743,left
91,33.10995406230208,4.336250923187018,387.05418556844955,left
92,27.268023604623057,6.016330485962233,369.98112925686655,left
93,42.93250197434247,5.276297355061243,344.2077248318462,left
94,20.751082639859774,5.671888274250838,319.88269046602824,left
95,67.04777269103042,8.839298992801542,296.6915035555582,left
96,53.09724222186823,11.883326926874469,262.6073152783411,left
97,111.43678416757939,13.94428642422314,179.52199422286316,left
98,101.95717685812636,10.039064774717081,185.4632230600801,left
99,8.156505358743448,10.621457561401414,193.15477582079555,left
100,33.01745148448018,15.365424985516746,173.16075405151346,left
101,8.827214076087959,14.116191269561673,181.620062945489,left
102,31.784756343316392,5.255200135610883,174.10656679420245,left
103,31.840126428120335,23.438253261938794,198.85430242071573,left
104,30.817536948332,6.064533808074727,210.0911692512664,left
105,53.11351192155223,32.716462213365574,219.82498666857109,left
106,51.62773672267658,11.351799681017535,261.0704604998125,left
107,50.63008196513177,4.338295489589597,301.6300159580509,left
108,45.638677794661426,10.782030893462206,349.7580847818464,left
109,59.2306300867192,2.2501016832263248,403.60051782461056,left
110,51.6720915746,11.79880520080047,448.17607699171157,left
111,30.60629956207767,7.370972740016969,477.6934040176547,left
112,20.372755863194705,4.310782308591842,496.5832727840061,left
113,24.91321653255823,7.733078726841087,523.9974664938032,left
114,14.776881600720401,4.471830233463803,537.1302372839235,left
115,14.974106824608537,12.023157011135142,546.6233860983972,left
116,7.015027734442664,10.620695092098124,544.5315503447976,left
117,26.073816982202842,5.2270939336542925,551.8721112410585,left
118,12.593243065752526,8.521269493926054,548.316559031612,left
119,6.878725764361705,3.199345324763943,539.4476794939363,left
120,7.612407540488421,35.42940131101293,516.9164701381795,right
121,12.982479587304415,10.506352022488079,506.2575239163897,right
122,18.631602705061496,18.654534535795747,484.2408335205119,right
123,7.900703506262628,17.89321701771322,463.66917792322397,right
124,11.793173663420886,39.533443168633944,437.51129423794754,right
125,16.330049996773273,34.48730364921965,423.3630765553001,right
126,8.1284532720959,18.614106855965623,415.44328378458255,right
127,9.73869305970566,38.689781236102185,377.1086741268111,right
128,18.926477951378853,35.380588048220446,338.033053902755,right
129,22.334702220851238,51.631329154707004,264.78519478429234,right
130,7.1879614236165486,54.73983851141407,205.27425120671526,right
131,3.474289783449015,1816.4697747624805,2020.1919186595412,right
132,2020.1919186595412,0.0,0.0,right
133,0.0,0.0,0.0,right
134,0.0,0.0,0.0,right
135,0.0,0.0,0.0,right
136,0.0,0.0,0.0,right
137,0.0,0.0,0.0,right
138,0.0,0.0,0.0,right
139,0.0,0.0,0.0,right
140,0.0,0.0,0.0,right
141,0.0,0.0,0.0,right
142,0.0,0.0,0.0,right
143,0.0,0.0,0.0,right
144,0.0,0.0,0.0,right
145,0.0,0.0,0.0,right
146,0.0,0.0,0.0,right
147,0.0,0.0,0.0,right
148,0.0,0.0,0.0,right
149,0.0,0.0,0.0,right
150,0.0,0.0,0.0,right
151,0.0,0.0,0.0,right
152,1927.6619590695955,1917.9433111855674,10.278482903216167,left
153,11.542982559066749,4.613485927708746,3.416941428427564,left
154,1.3753956312258009,3.7495682333695948,1.38055603952773,left
155,5.628196194024768,1.2988462073996248,7.271577038098968,left
156,1.8515666285601593,3.261721758355678,5.8613103165907345,left
157,7.899689144117902,7.411267741924471,0.8057031333003788,left
158,5.113964293460932,1.2104585869577786,5.74873514782581,left
159,5.75629726571974,5.678899556879058,5.3940646545023965,left
160,6.43446801481042,5.290253613568051,2.770191530898839,left
161,3.2294194248193655,3.252662114591031,3.2579255536129117,left
162,3.0148338907114716,3.9510376837208563,1.4395515648917554,left
163,2.3288120633671054,1.1691192730152895,3.777207854882723,left
164,1.8864771893664944,0.9384345343921154,2.4789848732645,left
165,0.7671511508426128,0.753232476966564,2.198622482125076,left
166,2.1867897856235152,4.177436188876633,4.3246546170694735,left
167,1.5213723796421201,2.57381222978073,1.6340997403953803,left
168,2.849959594456871,0.4343759552169835,1.8876678427302442,left
169,3.5928644333120547,3.9261147091762645,3.387598928717258,left
170,8.960556089503852,8.687291454995593,8.46962209993605,left
171,3.39478098112028,7.098276987943831,1.143386665594591,left
